order_id,pizza_id,quantity
81,farmhouse_s,3
82,double_cheese_margherita_s,1
82,classic_hand_tossed_xl,2
82,cheese_n_corn_m,1
83,chicken_fiesta_m,2
83,pepper_barbecue_chicken_s,2
83,chicken_golden_delight_xl,1
83,chicken_fiesta_s,2
84,margherita_l,1
84,chicken_golden_delight_m,1
84,chicken_dominator_s,3
84,veggie_paradise_s,3
85,paneer_makhani_l,3
85,cheese_n_corn_l,1
86,veggie_paradise_l,3
86,cheesy_italiano_m,1
86,chicken_dominator_l,3
86,cheese_n_corn_m,2
86,keema_do_pyaza_s,1
87,four_cheese_l,1
87,farmhouse_s,1
87,mexican_cheese_wave_xl,3
88,chicken_fiesta_s,1
88,peri-peri_chicken_m,2
89,margherita_xl,1
89,peppy_paneer_l,1
89,paneer_makhani_xl,1
89,double_cheese_margherita_l,1
90,peppy_paneer_xl,1
90,peppy_paneer_xl,3
90,chicken_dominator_l,1
90,deluxe_veggie_s,3
91,peppy_paneer_s,2
91,peppy_paneer_xl,1
91,margherita_xl,3
91,peri-peri_chicken_m,3
92,margherita_m,2
92,cheesy_italiano_l,2
92,cheese_n_corn_m,1
93,chicken_golden_delight_xl,2
93,farmhouse_m,2
93,chicken_dominator_l,1
94,cheesy_italiano_m,1
94,chicken_golden_delight_l,2
94,margherita_xl,1
94,indi_tandoori_paneer_xl,1
95,chicken_fiesta_l,1
95,cheese_burst_l,2
95,pepper_barbecue_chicken_l,3
96,classic_hand_tossed_l,1
96,peri-peri_chicken_m,1
96,cheese_burst_s,3
97,peppy_paneer_l,2
97,cheesy_italiano_s,3
97,chicken_dominator_m,1
97,cheese_n_corn_s,1
98,mexican_cheese_wave_l,3
98,chicken_dominator_xl,2
99,margherita_s,3
99,four_cheese_l,2
99,four_cheese_m,2
99,four_cheese_xl,1
100,peri-peri_chicken_xl,1
100,indi_tandoori_paneer_xl,2
101,paneer_makhani_m,2
101,double_cheese_margherita_m,2
101,indi_tandoori_paneer_xl,2
101,classic_hand_tossed_s,2
102,chicken_dominator_s,3
103,pepper_barbecue_chicken_l,2
104,farmhouse_s,2
105,double_cheese_margherita_m,2
106,keema_do_pyaza_s,2
106,chicken_golden_delight_l,1
106,deluxe_veggie_s,1
106,cheese_n_corn_s,2
106,pepper_barbecue_chicken_l,2
107,chicken_golden_delight_xl,3
108,four_cheese_s,3
108,deluxe_veggie_xl,1
108,deluxe_veggie_xl,1
108,cheese_n_corn_xl,3
109,peri-peri_chicken_s,3
109,cheese_burst_m,1
109,cheese_burst_m,2
109,keema_do_pyaza_m,1
110,four_cheese_xl,3
111,chicken_golden_delight_s,3
111,peppy_paneer_xl,1
111,veggie_paradise_s,3
112,classic_hand_tossed_xl,1
112,paneer_makhani_m,3
112,peppy_paneer_l,3
112,deluxe_veggie_l,2
112,chicken_fiesta_xl,1
113,chicken_fiesta_m,2
113,chicken_fiesta_s,2
113,keema_do_pyaza_xl,2
113,double_cheese_margherita_s,3
114,peppy_paneer_s,3
114,double_cheese_margherita_l,2
115,cheesy_italiano_m,3
115,margherita_l,2
115,four_cheese_xl,2
115,margherita_l,2
115,veggie_paradise_s,1
116,chicken_dominator_xl,1
117,cheese_burst_xl,2
117,pepper_barbecue_chicken_m,3
118,peppy_paneer_l,3
118,chicken_dominator_xl,1
118,margherita_xl,1
119,farmhouse_l,2
119,indi_tandoori_paneer_l,3
119,double_cheese_margherita_xl,2
119,margherita_s,1
120,deluxe_veggie_l,1
120,double_cheese_margherita_s,2
120,farmhouse_l,1
120,pepper_barbecue_chicken_m,1
121,pepper_barbecue_chicken_m,1
122,mexican_cheese_wave_m,3
122,keema_do_pyaza_xl,3
122,indi_tandoori_paneer_m,1
122,peppy_paneer_l,1
122,peri-peri_chicken_xl,1
123,pepper_barbecue_chicken_l,2
124,veggie_paradise_l,1
124,veggie_paradise_m,3
124,classic_hand_tossed_xl,3
124,veggie_paradise_s,3
125,paneer_makhani_xl,2
125,farmhouse_m,3
125,veggie_paradise_m,3
125,four_cheese_m,1
126,indi_tandoori_paneer_l,1
126,double_cheese_margherita_s,2
126,veggie_paradise_s,3
127,mexican_cheese_wave_xl,3
127,cheese_n_corn_l,2
127,margherita_m,3
128,peppy_paneer_m,1
129,cheese_n_corn_xl,1
129,cheese_n_corn_xl,3
129,chicken_dominator_m,3
129,veggie_paradise_xl,1
130,chicken_dominator_m,3
130,double_cheese_margherita_xl,3
130,mexican_cheese_wave_s,3
130,margherita_s,2
131,mexican_cheese_wave_xl,3
131,farmhouse_xl,3
132,mexican_cheese_wave_xl,1
132,cheesy_italiano_m,1
133,margherita_xl,3
133,double_cheese_margherita_m,1
133,indi_tandoori_paneer_l,2
133,deluxe_veggie_xl,1
134,indi_tandoori_paneer_s,3
134,four_cheese_m,2
135,classic_hand_tossed_l,1
135,paneer_makhani_s,1
135,classic_hand_tossed_l,2
135,chicken_fiesta_m,1
136,cheesy_italiano_m,3
136,veggie_paradise_m,1
136,chicken_dominator_xl,2
136,paneer_makhani_l,1
137,cheese_burst_l,2
137,mexican_cheese_wave_xl,3
137,farmhouse_s,1
137,chicken_dominator_m,3
137,peri-peri_chicken_s,3
138,pepper_barbecue_chicken_s,1
138,pepper_barbecue_chicken_xl,2
138,chicken_dominator_xl,1
139,four_cheese_l,3
140,four_cheese_m,3
141,paneer_makhani_l,2
141,mexican_cheese_wave_l,2
141,four_cheese_l,3
141,classic_hand_tossed_s,1
142,mexican_cheese_wave_s,3
142,cheese_burst_m,1
142,cheesy_italiano_xl,3
142,veggie_paradise_xl,1
143,cheese_burst_l,3
143,deluxe_veggie_l,1
143,cheese_n_corn_m,1
143,veggie_paradise_l,2
143,chicken_golden_delight_l,1
144,peppy_paneer_m,1
144,classic_hand_tossed_m,1
144,pepper_barbecue_chicken_xl,1
144,cheese_burst_l,1
145,peri-peri_chicken_m,1
145,chicken_golden_delight_s,1
145,veggie_paradise_l,3
145,paneer_makhani_s,1
145,keema_do_pyaza_m,1
146,paneer_makhani_m,2
146,double_cheese_margherita_s,1
146,chicken_fiesta_s,1
147,chicken_golden_delight_l,1
148,indi_tandoori_paneer_s,1
148,margherita_m,2
148,chicken_fiesta_m,1
148,deluxe_veggie_l,1
149,peppy_paneer_m,2
149,classic_hand_tossed_s,3
149,cheese_burst_l,3
150,four_cheese_m,3
150,chicken_golden_delight_m,2
150,chicken_fiesta_xl,1
150,indi_tandoori_paneer_l,2
150,chicken_fiesta_m,2
151,peppy_paneer_xl,1
151,margherita_s,2
151,margherita_l,1
151,peri-peri_chicken_xl,2
151,cheesy_italiano_m,2
152,classic_hand_tossed_l,3
152,keema_do_pyaza_l,2
153,cheese_n_corn_s,2
154,paneer_makhani_l,2
154,cheese_n_corn_m,3
155,deluxe_veggie_m,3
156,mexican_cheese_wave_m,2
157,veggie_paradise_s,1
157,chicken_fiesta_m,3
157,cheese_burst_xl,3
158,double_cheese_margherita_s,1
158,cheese_n_corn_xl,2
158,peri-peri_chicken_m,1
158,four_cheese_s,3
159,indi_tandoori_paneer_s,2
160,chicken_fiesta_m,3
160,four_cheese_m,1
161,chicken_golden_delight_m,2
161,cheesy_italiano_xl,3
162,peri-peri_chicken_xl,2
162,mexican_cheese_wave_xl,2
162,deluxe_veggie_l,1
163,peppy_paneer_s,2
163,veggie_paradise_m,1
163,mexican_cheese_wave_l,1
164,double_cheese_margherita_s,2
165,cheese_burst_l,2
166,classic_hand_tossed_m,3
166,chicken_fiesta_m,2
166,farmhouse_xl,1
167,classic_hand_tossed_l,2
168,chicken_fiesta_m,3
168,margherita_l,1
168,mexican_cheese_wave_s,2
169,chicken_golden_delight_l,3
170,mexican_cheese_wave_l,3
170,chicken_dominator_xl,2
170,farmhouse_l,1
171,chicken_dominator_l,2
171,peri-peri_chicken_m,2
171,double_cheese_margherita_xl,2
171,deluxe_veggie_l,2
171,chicken_dominator_xl,3
172,chicken_golden_delight_l,1
172,mexican_cheese_wave_m,2
172,cheesy_italiano_l,2
172,deluxe_veggie_m,1
172,mexican_cheese_wave_m,3
173,pepper_barbecue_chicken_l,1
173,classic_hand_tossed_m,1
173,pepper_barbecue_chicken_l,2
173,pepper_barbecue_chicken_l,3
174,four_cheese_xl,2
174,cheesy_italiano_m,3
174,deluxe_veggie_m,2
174,indi_tandoori_paneer_m,1
174,pepper_barbecue_chicken_xl,3
175,double_cheese_margherita_s,2
175,indi_tandoori_paneer_m,1
175,cheesy_italiano_s,3
175,margherita_xl,2
176,double_cheese_margherita_l,2
176,keema_do_pyaza_xl,3
176,chicken_fiesta_m,1
176,farmhouse_xl,3
176,cheese_n_corn_l,2
177,peri-peri_chicken_m,1
177,cheese_burst_s,1
178,indi_tandoori_paneer_m,1
178,classic_hand_tossed_s,1
178,keema_do_pyaza_m,2
178,peppy_paneer_l,2
178,indi_tandoori_paneer_s,2
179,peri-peri_chicken_s,1
179,cheese_n_corn_s,1
179,cheese_n_corn_m,2
179,mexican_cheese_wave_m,1
180,double_cheese_margherita_s,3
180,mexican_cheese_wave_xl,2
180,cheese_n_corn_xl,2
180,peri-peri_chicken_s,1
181,peppy_paneer_m,3
181,margherita_xl,1
181,double_cheese_margherita_xl,2
181,deluxe_veggie_l,1
182,pepper_barbecue_chicken_l,2
182,deluxe_veggie_s,2
182,pepper_barbecue_chicken_l,1
182,farmhouse_xl,3
183,chicken_dominator_l,3
183,deluxe_veggie_l,2
184,veggie_paradise_m,1
185,cheese_burst_xl,3
185,classic_hand_tossed_l,2
185,indi_tandoori_paneer_m,1
185,classic_hand_tossed_l,1
186,chicken_dominator_m,1
186,chicken_golden_delight_m,1
186,indi_tandoori_paneer_l,3
186,cheese_burst_xl,1
187,peri-peri_chicken_l,3
187,four_cheese_xl,3
187,paneer_makhani_l,1
188,cheese_burst_xl,1
189,cheesy_italiano_l,3
190,pepper_barbecue_chicken_l,3
191,chicken_dominator_xl,1
191,chicken_dominator_xl,3
192,keema_do_pyaza_s,3
192,margherita_m,1
192,peri-peri_chicken_l,1
192,four_cheese_l,2
193,peppy_paneer_m,1
193,cheesy_italiano_l,3
193,margherita_xl,1
193,mexican_cheese_wave_m,2
194,pepper_barbecue_chicken_xl,1
195,pepper_barbecue_chicken_s,2
195,farmhouse_m,2
195,margherita_m,1
195,chicken_golden_delight_m,3
196,pepper_barbecue_chicken_l,1
196,cheesy_italiano_s,2
197,peri-peri_chicken_s,2
197,four_cheese_s,3
198,veggie_paradise_l,2
198,chicken_dominator_s,3
199,mexican_cheese_wave_s,2
199,chicken_fiesta_l,3
199,margherita_s,3
200,keema_do_pyaza_s,1
200,four_cheese_l,2
201,farmhouse_xl,1
201,cheese_burst_s,3
201,indi_tandoori_paneer_l,3
202,veggie_paradise_m,3
202,indi_tandoori_paneer_m,1
202,indi_tandoori_paneer_m,1
203,mexican_cheese_wave_xl,3
203,chicken_dominator_s,2
204,paneer_makhani_m,1
204,chicken_dominator_s,3
205,four_cheese_m,1
206,farmhouse_l,2
206,keema_do_pyaza_s,2
206,farmhouse_xl,1
207,cheesy_italiano_m,2
207,four_cheese_l,3
207,cheese_n_corn_l,1
207,mexican_cheese_wave_l,1
208,chicken_golden_delight_l,2
208,pepper_barbecue_chicken_l,3
208,classic_hand_tossed_l,2
208,indi_tandoori_paneer_xl,3
208,keema_do_pyaza_xl,2
209,mexican_cheese_wave_m,3
210,double_cheese_margherita_s,3
211,chicken_golden_delight_l,1
211,cheesy_italiano_m,3
211,classic_hand_tossed_xl,2
211,cheesy_italiano_s,1
212,farmhouse_m,3
212,margherita_m,3
213,keema_do_pyaza_s,1
214,farmhouse_m,1
214,chicken_dominator_xl,1
214,cheese_burst_xl,2
214,chicken_fiesta_l,3
214,farmhouse_s,2
215,paneer_makhani_m,3
215,farmhouse_s,3
215,chicken_fiesta_s,1
216,cheese_burst_s,1
216,chicken_fiesta_xl,1
217,margherita_s,1
217,chicken_fiesta_xl,2
218,farmhouse_m,1
219,cheese_n_corn_l,2
219,farmhouse_xl,1
219,indi_tandoori_paneer_xl,3
220,cheese_n_corn_xl,2
220,cheese_n_corn_l,3
221,chicken_fiesta_s,2
222,double_cheese_margherita_s,3
222,paneer_makhani_xl,2
222,pepper_barbecue_chicken_l,3
222,pepper_barbecue_chicken_s,1
222,pepper_barbecue_chicken_s,1
223,chicken_fiesta_xl,2
223,chicken_dominator_s,3
223,cheesy_italiano_l,1
224,paneer_makhani_s,1
225,keema_do_pyaza_s,3
225,paneer_makhani_s,3
225,chicken_fiesta_m,1
226,peri-peri_chicken_l,2
226,peppy_paneer_xl,1
227,farmhouse_xl,2
227,cheese_n_corn_l,3
227,four_cheese_l,2
227,indi_tandoori_paneer_l,3
227,indi_tandoori_paneer_l,1
228,veggie_paradise_xl,1
229,classic_hand_tossed_xl,2
229,pepper_barbecue_chicken_m,1
230,mexican_cheese_wave_l,2
230,keema_do_pyaza_xl,2
230,peri-peri_chicken_xl,1
230,peppy_paneer_s,1
231,chicken_dominator_xl,3
231,peri-peri_chicken_l,3
231,peppy_paneer_xl,3
231,pepper_barbecue_chicken_l,2
232,indi_tandoori_paneer_xl,1
232,keema_do_pyaza_xl,1
232,chicken_dominator_xl,2
233,peppy_paneer_m,3
233,chicken_fiesta_m,1
233,classic_hand_tossed_m,2
233,chicken_fiesta_m,3
234,deluxe_veggie_s,2
234,peri-peri_chicken_xl,2
234,cheese_n_corn_s,1
234,double_cheese_margherita_m,3
235,peri-peri_chicken_s,2
235,veggie_paradise_m,1
235,margherita_xl,3
235,cheesy_italiano_l,1
236,chicken_fiesta_m,1
236,margherita_s,3
236,keema_do_pyaza_xl,1
236,paneer_makhani_s,2
237,deluxe_veggie_m,2
237,farmhouse_xl,1
237,chicken_dominator_m,3
238,peppy_paneer_s,2
239,cheese_n_corn_l,2
239,margherita_m,2
240,peri-peri_chicken_l,1
241,veggie_paradise_s,3
241,veggie_paradise_m,2
242,farmhouse_l,3
242,mexican_cheese_wave_s,2
243,mexican_cheese_wave_xl,3
243,deluxe_veggie_m,2
243,mexican_cheese_wave_xl,3
243,deluxe_veggie_s,2
243,peri-peri_chicken_s,1
244,peppy_paneer_xl,3
244,paneer_makhani_m,1
245,cheese_n_corn_m,3
245,paneer_makhani_m,1
245,keema_do_pyaza_xl,1
246,chicken_golden_delight_l,3
247,classic_hand_tossed_xl,1
247,cheesy_italiano_xl,2
247,four_cheese_s,3
247,pepper_barbecue_chicken_m,1
248,chicken_dominator_m,3
248,keema_do_pyaza_xl,3
249,cheese_burst_m,1
249,cheese_burst_m,3
249,farmhouse_xl,1
249,cheese_n_corn_xl,2
250,chicken_golden_delight_m,2
250,peri-peri_chicken_xl,1
250,double_cheese_margherita_l,2
250,double_cheese_margherita_s,2
250,double_cheese_margherita_xl,3
251,paneer_makhani_m,1
251,cheese_n_corn_m,3
252,classic_hand_tossed_m,1
252,four_cheese_xl,1
252,margherita_l,3
252,double_cheese_margherita_m,2
253,classic_hand_tossed_m,1
253,keema_do_pyaza_l,1
253,cheese_burst_l,2
253,pepper_barbecue_chicken_xl,3
254,cheese_burst_xl,1
254,keema_do_pyaza_l,2
254,chicken_dominator_m,3
255,chicken_dominator_l,1
255,cheese_burst_s,1
256,paneer_makhani_s,1
257,four_cheese_xl,1
257,chicken_golden_delight_l,2
257,chicken_dominator_l,3
258,pepper_barbecue_chicken_s,3
258,peri-peri_chicken_s,1
258,margherita_m,1
258,chicken_dominator_m,1
259,peri-peri_chicken_xl,1
259,chicken_golden_delight_s,3
260,chicken_dominator_l,3
260,margherita_m,1
260,indi_tandoori_paneer_m,3
260,cheesy_italiano_m,2
260,chicken_dominator_m,3
261,farmhouse_m,1
261,cheesy_italiano_s,2
261,margherita_s,2
261,cheese_n_corn_xl,1
262,cheese_burst_l,2
262,pepper_barbecue_chicken_s,1
262,peppy_paneer_s,2
262,chicken_golden_delight_s,3
262,farmhouse_m,1
263,indi_tandoori_paneer_l,1
263,farmhouse_l,3
264,keema_do_pyaza_m,1
265,cheese_burst_xl,1
265,paneer_makhani_s,3
266,deluxe_veggie_m,1
266,chicken_golden_delight_l,2
267,peppy_paneer_xl,3
268,four_cheese_s,1
268,farmhouse_m,2
269,double_cheese_margherita_xl,1
270,classic_hand_tossed_l,3
270,farmhouse_s,2
270,four_cheese_xl,2
270,four_cheese_xl,1
271,farmhouse_xl,2
271,cheesy_italiano_xl,1
271,four_cheese_l,2
271,pepper_barbecue_chicken_xl,3
272,cheese_burst_m,1
272,margherita_m,3
272,cheese_n_corn_m,1
272,mexican_cheese_wave_xl,1
272,pepper_barbecue_chicken_m,2
273,peppy_paneer_xl,2
273,cheesy_italiano_l,3
273,deluxe_veggie_l,1
273,veggie_paradise_l,1
274,cheesy_italiano_s,1
274,margherita_m,3
275,peri-peri_chicken_m,2
275,peppy_paneer_xl,2
275,chicken_golden_delight_l,1
275,pepper_barbecue_chicken_m,3
275,veggie_paradise_s,2
276,peri-peri_chicken_xl,2
276,veggie_paradise_l,3
276,pepper_barbecue_chicken_m,2
277,mexican_cheese_wave_xl,2
277,four_cheese_m,3
278,classic_hand_tossed_m,2
278,farmhouse_s,2
278,pepper_barbecue_chicken_l,2
279,chicken_golden_delight_m,1
279,indi_tandoori_paneer_xl,1
279,peri-peri_chicken_xl,2
279,peppy_paneer_s,2
279,cheese_n_corn_m,2
280,double_cheese_margherita_m,3
281,margherita_l,1
281,classic_hand_tossed_xl,3
281,indi_tandoori_paneer_l,3
281,pepper_barbecue_chicken_s,1
282,chicken_dominator_xl,1
282,chicken_dominator_m,2
282,paneer_makhani_xl,1
283,chicken_golden_delight_xl,2
283,peri-peri_chicken_l,1
283,classic_hand_tossed_xl,1
283,chicken_fiesta_s,2
284,cheesy_italiano_l,2
284,pepper_barbecue_chicken_m,3
284,four_cheese_m,3
285,mexican_cheese_wave_m,3
285,margherita_m,1
285,cheese_burst_m,2
286,cheese_burst_xl,3
286,chicken_fiesta_s,2
286,deluxe_veggie_m,2
286,paneer_makhani_xl,3
286,farmhouse_m,2
287,chicken_dominator_l,1
287,double_cheese_margherita_l,2
287,peri-peri_chicken_l,1
287,margherita_m,1
288,cheese_n_corn_xl,1
288,double_cheese_margherita_s,2
288,cheese_n_corn_s,2
288,peri-peri_chicken_l,1
288,peppy_paneer_xl,2
289,chicken_fiesta_l,2
289,keema_do_pyaza_xl,3
289,margherita_l,1
290,chicken_fiesta_s,2
290,paneer_makhani_s,1
290,peri-peri_chicken_m,3
290,cheesy_italiano_l,1
290,chicken_golden_delight_xl,2
291,veggie_paradise_s,2
291,chicken_fiesta_s,2
291,double_cheese_margherita_s,3
291,peri-peri_chicken_m,2
292,mexican_cheese_wave_l,1
292,four_cheese_l,3
293,peppy_paneer_l,3
293,mexican_cheese_wave_m,3
293,cheese_burst_s,2
293,peri-peri_chicken_s,2
294,deluxe_veggie_s,3
294,four_cheese_m,1
294,four_cheese_xl,3
294,peppy_paneer_s,2
295,peppy_paneer_xl,3
295,cheese_burst_xl,3
295,indi_tandoori_paneer_m,3
296,farmhouse_xl,1
297,classic_hand_tossed_s,3
297,chicken_dominator_m,3
297,veggie_paradise_l,1
297,double_cheese_margherita_l,2
298,farmhouse_m,3
298,mexican_cheese_wave_l,3
298,paneer_makhani_xl,2
299,chicken_golden_delight_m,1
300,cheesy_italiano_s,2
300,farmhouse_s,2
300,farmhouse_s,1
301,mexican_cheese_wave_s,2
301,cheesy_italiano_l,3
302,chicken_fiesta_xl,1
302,margherita_xl,2
302,classic_hand_tossed_m,3
302,mexican_cheese_wave_s,3
302,pepper_barbecue_chicken_xl,1
303,classic_hand_tossed_s,3
303,veggie_paradise_xl,3
303,deluxe_veggie_m,1
303,chicken_dominator_xl,2
304,classic_hand_tossed_s,3
304,peri-peri_chicken_xl,1
304,indi_tandoori_paneer_l,1
304,double_cheese_margherita_m,2
305,double_cheese_margherita_s,2
305,cheese_n_corn_l,1
305,double_cheese_margherita_s,2
305,indi_tandoori_paneer_s,1
305,four_cheese_m,2
306,keema_do_pyaza_m,2
306,pepper_barbecue_chicken_l,2
307,double_cheese_margherita_m,3
307,indi_tandoori_paneer_xl,3
308,four_cheese_xl,1
308,cheese_n_corn_s,3
308,cheese_n_corn_m,1
308,chicken_golden_delight_l,3
309,deluxe_veggie_m,1
309,mexican_cheese_wave_l,1
310,paneer_makhani_xl,2
310,peppy_paneer_m,3
310,four_cheese_xl,3
311,margherita_xl,2
311,four_cheese_l,1
311,chicken_dominator_xl,1
311,peppy_paneer_s,2
312,keema_do_pyaza_m,3
312,margherita_m,2
313,keema_do_pyaza_l,3
313,chicken_dominator_l,3
314,peppy_paneer_l,3
314,keema_do_pyaza_s,3
314,chicken_dominator_s,2
314,veggie_paradise_xl,3
